,cumulo,nomenclatura_nodo,integridad_nodo,ecosistema,municipio,estado,coord_longitud,coord_latitud,fecha_foto,numero_individuos,etiqueta,anotador_id,ruta
1513,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.94,31.1979,2021-10-08T19:52:26Z,1.0,Urocyon cinereoargenteus,44,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/50b8cbc8b139ec1ec19487cb480c0128_0538.JPG
1514,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.94,31.1979,2021-10-08T19:52:27Z,1.0,Urocyon cinereoargenteus,44,95/1_95_1_1350/HLPXGM09048973/2021-08-05/images_videos/8041b9a1a8f494cb25d3e67d0ffa3142_0539.JPG
1515,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-09T03:56:46Z,1.0,Mephitis macroura,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/65f1c500cc15424349ffe6073013fa9c_4723.JPG
1516,92,3_92_1_1334,Integro,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-10-09T03:27:50Z,1.0,Cuniculus paca,44,92/3_92_1_1334/HLPXGM09049092/2021-10-08/images_videos/922329f3dd570cdf7f4f57dabd8451ec_0040.JPG
1517,92,3_92_1_1334,Integro,Selvas humedas,Marqués de Comillas,Chiapas,-90.8165,16.1494,2021-10-09T03:27:51Z,1.0,Cuniculus paca,44,92/3_92_1_1334/HLPXGM09049092/2021-10-08/images_videos/ca006d15167ec4f1afc873c44c557b18_0041.JPG
1518,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-09T03:56:47Z,1.0,Mephitis macroura,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/db960ad03ef4e0aaa09583d4a8db0a58_4724.JPG
1519,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-10-09T05:53:54Z,2.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/7faabd00adbd6c115fec878f2ed2cedd_0295.JPG
1520,32,4_32_0_1280,Degradado,Selvas secas,Tlaquiltenango,Morelos,-99.1369,18.4907,2021-10-09T05:53:55Z,2.0,Procyon lotor,44,32/4_32_0_1280/HLPXGM09049996/2021-08-23/images_videos/76747c175deb1cb495ae75e6b2f51050_0296.JPG
1521,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-10-09T11:00:18Z,1.0,Zenaida macroura,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/6993fc8adf3654dee4a61afc92eb7b95_3754.JPG
1522,92,3_92_1_1334,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9425,16.2607,2021-10-09T19:11:47Z,1.0,Leopardus wiedii,44,92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/47162a5bf48df062373904010ac63fbf_0028.JPG
1523,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.951,31.2598,2021-10-09T11:00:19Z,1.0,Zenaida macroura,44,95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/311043b2ce4a227af7688c7ad969b369_3755.JPG
1524,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T03:20:33Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/783be61a7f958f20a2fdd64f3343a42b_0034.JPG
1525,92,3_92_1_1334,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9425,16.2607,2021-10-09T19:11:48Z,1.0,Leopardus wiedii,44,92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/b258eef1a1e239b6c23e50586090d54f_0029.JPG
1526,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T03:20:34Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/f47add212d943c8329758ed91022fdbe_0035.JPG
1527,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7159,18.3012,2021-10-10T01:22:47Z,1.0,Didelphis,44,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/ad3f52d81ee53985375675784df0f308_0013.JPG
1528,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7159,18.3012,2021-10-09T22:30:04Z,1.0,Didelphis,44,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/93f0402c7d4214606ec6207c3066ee12_0008.JPG
1529,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T07:49:30Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/649ce75635ad86c0412bef507145e5aa_4936.JPG
1530,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T07:49:31Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/c4df48f7aa95d20c939e199196ba19ae_4937.JPG
1531,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7159,18.3012,2021-10-10T01:22:48Z,1.0,Didelphis,44,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/3c817575f48c345e39b768c5bb1dcd64_0014.JPG
1532,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T07:50:43Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/d2909c7a5834c14b60f83ecee6544430_4939.JPG
1533,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T07:50:44Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/0cdea75cc89fe088e3491217ab452b12_4940.JPG
1534,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T08:39:16Z,1.0,Panthera onca,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/a731831036b51eb078dd793a8b44a9e5_0040.JPG
1535,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T08:43:51Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/cf8e1f3c406b375d83df1dba99c49b15_0133.JPG
1536,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T08:43:52Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/6a3998a939bccbf59efc340c646f88d8_0134.JPG
1537,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T08:39:17Z,1.0,Panthera onca,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/744304be44ce6a1c0a8ea09983db2ad0_0041.JPG
1538,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:30:17Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/4f9e055215ed2c82e3e89ba7abd21d35_0142.JPG
1539,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T08:44:23Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/750846a8eb5db192ad8bc78f30772bfb_0137.JPG
1540,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T08:44:22Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/b28cf662ee521b36567e7652ef878c72_0136.JPG
1541,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:30:18Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/3d42879824f20320c22fb0b9d97a5ace_0143.JPG
1542,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:35:16Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/4a113ed74494620adf52ffbd3947a84a_0146.JPG
1543,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:39:27Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/60bd37a5094393b19249bc86a90cc957_0148.JPG
1544,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:39:28Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/448bede11c1d3843516575382935d9fd_0149.JPG
1545,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:12:09Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/e7207bd4e5e906d269cfa577a1143801_0151.JPG
1546,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:12:10Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/212b087af70cde48cfd03bfc06c63a2c_0152.JPG
1547,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:18:23Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/6dc6300712de3fb4af286ce8e0a9c826_0157.JPG
1548,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:14:21Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/3edfb1714238f1b253a36babb46dc7a7_0154.JPG
1549,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:14:22Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/f0cb1203186fa67feaae3ba100cf1e3b_0155.JPG
1550,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:21:20Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/a639a117c9fa0dfb7f73726efa6f7264_0161.JPG
1551,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:18:24Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/fa92c839895bbc3905c51d644a8c976b_0158.JPG
1552,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:54:31Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/3726af229b8dc734e61320010567b6f8_0010.JPG
1553,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:54:32Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/eb19c3d207245b411d8ca93fcbf4474c_0011.JPG
1554,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:54:43Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/49242a6d33d13ff5a17a3fb7f02ddd6f_0013.JPG
1555,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:56:10Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/6a4a42fe6afbcdf8d9aab2cd90b5c282_0016.JPG
1556,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:56:11Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/6d5fa10e9a1812d3cd83f1f2b83fba5c_0017.JPG
1557,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7189,18.3079,2021-10-10T10:54:44Z,1.0,Nasua narica,44,13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/7fd11c2f495ae5d1faf3d2360bfc548c_0014.JPG
1558,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T15:02:25Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/1bee140c75ddcd3dd0a5e901b974f1a3_5323.JPG
1559,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T15:02:26Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/08cc61b4dd9971f29e76ab2907a23363_5324.JPG
1560,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:10Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/949b2c08a48af2903f3225fd546504fb_0163.JPG
1561,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T15:02:40Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/e01f939007e976af49710b3d141dcdf4_5326.JPG
1562,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T15:02:41Z,1.0,Meleagris gallopavo,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/741569999a7146ed1a902fa0078d880b_5327.JPG
1563,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:24Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/68b9c54d612a2a1ad705343a969bd32c_0166.JPG
1564,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:11Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/ed29bf886668b5d27ba559691e5c3ed6_0164.JPG
1565,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:25Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/9c0a4607bd564f659915c53e86a56e79_0167.JPG
1566,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:46Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/a441c5e4c7c7626490514e2aa9029b73_0170.JPG
1567,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:05:45Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/ce7a7f12bae63d438a9f2f2e615e51ae_0169.JPG
1568,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:09:22Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/19c4af31ea235b09d64bfab6126a9f6a_0172.JPG
1569,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T15:09:23Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/884d1c1f744a5dda563be80393bf181d_0173.JPG
1570,92,3_92_1_1334,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9328,16.2694,2021-10-10T18:35:11Z,1.0,Dasyprocta punctata,44,92/3_92_1_1334/HLPXGM09048890/2021-10-08/images_videos/2a74b9bdcbad477aad013e83c5218d19_0019.JPG
1571,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:16:30Z,1.0,Urocyon cinereoargenteus,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/a2196655b41a11aefe153d97db754523_5329.JPG
1572,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:16:31Z,1.0,Urocyon cinereoargenteus,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/5d80b595b626a65b4fb41b5da3db013a_5330.JPG
1573,92,3_92_1_1334,Integro,Selvas humedas,Ocosingo,Chiapas,-90.9328,16.2694,2021-10-10T18:35:12Z,1.0,Dasyprocta punctata,44,92/3_92_1_1334/HLPXGM09048890/2021-10-08/images_videos/9b75760cac5a987e7517c8dfb9eebd2c_0020.JPG
1574,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:34:56Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/fb1cd8643fe6d20455c676758ce08761_5332.JPG
1575,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:34:57Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/ce9631a44bcb628ff6a04a66fcb2ca6c_5333.JPG
1576,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:35:32Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/8cdefdfb42a2866a359fb8e2133b9a7e_5335.JPG
1577,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:35:33Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/a46df404374c049e8aad57fef04f19d3_5336.JPG
1578,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:13Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/d4916f0c3cf9d1f33a34f675123b7b7d_5338.JPG
1579,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:14Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/7691e89cee6bfa90ced72193c1809aed_5339.JPG
1580,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:32Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/eb18cb4b6f07166e1a7fa9057950ea6b_5341.JPG
1581,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:33Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/bd8fb0643f61b2b5b4b9b3739ed460e7_5342.JPG
1582,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:42Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/042d51cdb87e46d76913e6fde390488b_5344.JPG
1583,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:42:39Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/696965ec13126837d02dc8234b145046_5347.JPG
1584,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:36:43Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/ee7d4b2c97be2cf119c3e1a779e70239_5345.JPG
1585,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T19:42:40Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/e756403ff37896faf43ae3e996bd495d_5348.JPG
1586,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:22:44Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/513e614ef03b900efc3d5a765347ad82_0001.JPG
1587,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T21:05:38Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/c3d21dc109a7e587833c1add9ea5daef_5353.JPG
1588,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:23:30Z,2.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/d458c4d609860e1d90e5bbdd45bf7810_0008.JPG
1589,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:23:29Z,2.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/a0fc1f6583708bb21ba9f86e6cd13d60_0007.JPG
1590,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:22:45Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/bb5021753546b3841c66e42a53b811f1_0002.JPG
1591,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:23:03Z,2.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/6e39fb7730ade806af5bb34827d7df89_0004.JPG
1592,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:23:04Z,2.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/082eb0d29346e01cd214ab722aa89e27_0005.JPG
1593,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:24:16Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/7905e07e1bb3b593cf7afbac67e1d3a3_0010.JPG
1594,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:24:17Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/106d6aa430c77fecb7bc35b8a6e7b3d2_0011.JPG
1595,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:24:27Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/3f14a8cdf43d5bc67d8cdebaefc9b434_0013.JPG
1596,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7159,18.3012,2021-10-12T20:01:43Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/a599a61901180034717314c3175a1f03_0020.JPG
1597,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7159,18.3012,2021-10-12T20:01:42Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/98afaac0828244aa13a8c76eaad94142_0019.JPG
1598,92,3_92_0_1343,Degradado,Selvas humedas,Marqués de Comillas,Chiapas,-90.8894,16.1094,2021-10-12T16:24:28Z,1.0,Crax rubra,44,92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/694a1ee526977a24f9ff2fa7ab999983_0014.JPG
1599,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T10:21:19Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/62339bdb76536918a26f68f76fd7960d_0160.JPG
1600,95,1_95_1_1350,Integro,Bosques templados,Municipio de Agua Prieta,Sonora,-108.935,31.1922,2021-10-10T09:35:15Z,1.0,Odocoileus virginianus,44,95/1_95_1_1350/HLPXGM09049767/2021-08-04/images_videos/c20c1f13135260be8b1da8046eed6230_0145.JPG
1601,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T21:05:39Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/8af5d99a4e9a3f6327ea9e35c197ca0d_5354.JPG
1602,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T21:47:05Z,1.0,Didelphis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/d702e5af1c5e9645ce096b3a3e5bce3e_0044.JPG
1603,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-10T21:47:04Z,1.0,Didelphis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/67fcb084bddf5cc23d3d5bb856b217b0_0043.JPG
1604,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T22:28:45Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/ad5e2c7ecc71babe7cb5211fcfa9bfb0_5356.JPG
1605,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-11T01:20:59Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/e5ab6986b7cb63925e4f4107e9d58d08_0046.JPG
1606,13,3_13_1_1392,Integro,Selvas humedas,Carmen,Campeche,-91.7207,18.3005,2021-10-11T01:21:00Z,1.0,Leopardus pardalis,44,13/3_13_1_1392/HLPXGM09049504/2021-10-09/images_videos/3b4c40e1e88313b97f2ce1442af25092_0047.JPG
1607,95,1_95_0_1348,Degradado,Bosques templados,Municipio de Agua Prieta,Sonora,-108.955,31.2639,2021-10-10T22:28:46Z,1.0,Dicotyles tajacu,44,95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/cbc133071be51daba92f38a8f91abcaa_5357.JPG
