"cumulo","nomenclatura_nodo","integridad_nodo","ecosistema","municipio","estado","coord_longitud","coord_latitud","fecha_foto","numero_individuos","etiqueta","anotador_id","ruta"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:32:37,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/8fda5634c5b0657e14a8623c305ec420_0070.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:32:38,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/f6ee2f4fc5bd65b5980bf596747aef49_0071.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:32:52,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/0a0ef5ce7de6c13c3be9eba33591f474_0073.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:32:53,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/46fd2d714016ea11a97199c87b1200d6_0074.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:33:18,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/cc9a4122fbb03d5d9951fba397c817b5_0076.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:33:19,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/1c1caa03b7afd1b64f1adc29c9dbe5f5_0077.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:33:43,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/def1a318b76cc9da309ce1ba9eb7fb5f_0079.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:33:45,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/256cc4a935c8e26231bce04052a6bf46_0080.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:05,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/9ff4797b6e2b46e7255487d58ae040e0_0082.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:06,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/75238a29c016d1ff08d4e115b7e79889_0083.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:22,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/73d9c7ed6cfbc8cea0c9aae573de1cb1_0085.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:23,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/1aea7e7c41a3908effe9c88ce8b31660_0086.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:43,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/f1cee2f4bb3484c028154f04a4540d90_0088.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:44,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/28da22af6af094e89e009c4400433e97_0089.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:58,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/05dd69aa48d18c2dba2ba5beef179f9a_0091.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:34:59,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/04093cdbfabd00c1cb8c8f4b03b2a9ad_0092.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:35:13,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/4e8bb6e4d0fcb32afb8b992598ece6fd_0094.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-10-29 20:35:14,1,"Odocoileus virginianus",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/ba11826dfbc517d85d79d2c83feea0dc_0095.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-10-29 23:55:23,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/3c764c14d2eebb62f109fd2678460d17_0070.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-10-29 23:55:25,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/2ff286aaa68415b8522dac7fc0daaeee_0071.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-10-29 23:55:41,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/21039cde0b4bdf158c3cd32e96af6771_0073.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-10-29 23:55:43,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/8bc554b7b6052887df21ea998b99cd2c_0074.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-10-30 09:53:54,1,"Dicotyles tajacu",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/cc0446063a1df336c14bfb24321acf54_9130.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-10-30 09:53:54,1,"Dicotyles tajacu",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/cc0446063a1df336c14bfb24321acf54_9130.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-10-30 09:53:56,1,"Dicotyles tajacu",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/33b5196b70c792bb06e8d73eef804e5d_9131.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-10-30 09:54:06,1,"Dicotyles tajacu",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/fae2b60852b0da4f86e86ba23b4f2fe1_9133.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7196,18.2951,2021-10-30 13:40:32,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09049093/2021-10-09/images_videos/cf302fb2569c049fc64ef7a47765b31f_0058.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7196,18.2951,2021-10-30 13:40:33,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09049093/2021-10-09/images_videos/2466b1490ca23719a9313d39b21e1b3f_0059.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-30 19:28:46,1,"Didelphis",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/367541af4ac99f85cb2a39d241cace6a_0022.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-30 19:28:47,1,"Didelphis",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/3ac8b654a879601866ddbb2ef79d0827_0023.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9425,16.2607,2021-10-30 23:42:25,1,"Mazama temama",44,"92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/8004190bdcbbdab00d2e34f01fc591af_0046.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9425,16.2607,2021-10-30 23:42:26,1,"Mazama temama",44,"92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/486fc81f3dd5e08c6e46e024727ed087_0047.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9425,16.2607,2021-10-30 23:42:40,1,"Mazama temama",44,"92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/12ab8256145f170a426eec7dcbc00f96_0049.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9425,16.2607,2021-10-30 23:42:41,1,"Mazama temama",44,"92/3_92_1_1334/HLPXGM09049271/2021-10-08/images_videos/6c4502f716396a1997bab144d92798e0_0050.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-10-31 00:31:41,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/72d64851729a28b4382357c1bd91c689_0145.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-10-31 00:31:42,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/efe5dff5b2e006f1261f2eab15881b31_0146.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8894,16.1094,2021-10-31 01:50:31,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/7b7ad142252547b3aef348fcbe3e1dbd_0025.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8894,16.1094,2021-10-31 01:50:32,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048271/2021-10-09/images_videos/930bc77529080af601019e2e51c50fb9_0026.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9371,16.2647,2021-10-31 02:20:59,1,"Tapirella bairdii",44,"92/3_92_1_1334/HLPXGM09048594/2021-10-08/images_videos/800cf56dc1e94aadb33b37f02130a53b_0004.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-10-31 02:48:37,1,"Rodentia",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/03deac800f85b1bdc6be2bbae272d126_0148.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-10-31 02:52:42,1,"Rodentia",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/f5288a7913ff6981cff37f3633cfbf83_0151.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-10-31 03:45:51,1,"Rodentia",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/ef32288e6aaefe696ba92ff7b8f6c04c_0155.JPG"
95,"1_95_1_1350","Integro","Bosques templados","Municipio de Agua Prieta","Sonora",-108.94,31.1856,2021-10-31 04:39:27,1,"Ursus americanus",44,"95/1_95_1_1350/HLPXGM09049766/2021-08-04/images_videos/f6a14bfd6feddbe3612d8d7944b85334_2129.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 07:45:08,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/7745b7bb6605d968441d725db1b1a339_4108.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 07:45:09,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/77248ca43180b0221742ece9a236f419_4109.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 07:46:14,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/90f383c92e86c2fc2e696e80bdbabb19_4111.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 07:46:14,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/90f383c92e86c2fc2e696e80bdbabb19_4111.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 07:46:15,1,"Meleagris gallopavo",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/4cd9e3ecfb8a052e6739a6243ee07c26_4112.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-31 08:36:56,1,"Tinamus major",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/0d3d7472fafad9941df8b986441d6c1a_0025.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-31 08:36:57,1,"Tinamus major",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/0c7fed97a30a5b24b076343ec88dea1e_0026.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-31 08:37:08,1,"Tinamus major",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/93266347f3ef7820b694c64674bb7c94_0028.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9013,16.1087,2021-10-31 08:37:09,1,"Tinamus major",44,"92/3_92_0_1343/HLPXGM09048599/2021-10-09/images_videos/9aeca9c3deb2467257aa0f0431865e55_0029.JPG"
32,"4_32_1_1286","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0242,18.4073,2021-10-31 09:29:03,1,"Dicotyles tajacu",44,"32/4_32_1_1286/HLPXGM09049971/2021-10-22/images_videos/5b99089b16008489e6672b8ad9c9d1d2_0013.JPG"
32,"4_32_1_1286","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0242,18.4073,2021-10-31 09:29:04,1,"Dicotyles tajacu",44,"32/4_32_1_1286/HLPXGM09049971/2021-10-22/images_videos/d2244afcac1762c3a97b032b89f8d9bd_0014.JPG"
32,"4_32_1_1286","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0242,18.4073,2021-10-31 17:16:26,1,"Odocoileus virginianus",44,"32/4_32_1_1286/HLPXGM09049971/2021-10-22/images_videos/b7d23fd458af9e952d56d8a1b1078fca_0016.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:06,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/6ee7b233377f528c4c776c80ab0c9310_0004.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:07,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/5840c362f16bab95dd04826e0bb0b0fd_0005.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:16,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/0c164e5a293eb73089bba24a712ec1eb_0007.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:17,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/9df29af76465d4339976cb32eb8b7b16_0008.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:28,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/3c07f7d109e20353f8e12dcbed8e1806_0010.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-10-31 20:34:29,1,"Urocyon cinereoargenteus",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/91b6c3cee987a4d03bfea95509e4c3b2_0011.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 22:04:19,1,"Mephitis",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/7f2fbdb7890f9f006a47e078d7e9c206_4120.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.951,31.2598,2021-10-31 22:04:20,1,"Mephitis",44,"95/1_95_0_1348/HLPXGM09048598/2021-08-04/images_videos/aa49733e5728e8981615479e3ba8049c_4121.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7196,18.2951,2021-10-31 22:28:00,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09049093/2021-10-09/images_videos/2e91e2493be8f720a2c1d990163e2faf_0061.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7196,18.2951,2021-10-31 22:28:01,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09049093/2021-10-09/images_videos/8a62281cc2db2139ca8a5749c9657a2e_0062.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-11-01 01:06:06,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/0fb5d0498b3a09cf01ebb364b16b41d2_0157.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-11-01 01:06:07,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/22714abd9237e2decb2a9e2bf6328b11_0158.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-11-01 01:06:21,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/19c43f000d8a552ec3c25d8193527681_0160.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.9006,16.101,2021-11-01 01:06:22,1,"Cuniculus paca",44,"92/3_92_0_1343/HLPXGM09048270/2021-10-09/images_videos/e683200d744ac709013d6a94197694f9_0161.JPG"
13,"3_13_0_1400","Degradado","Selvas humedas","Palizada","Campeche",-91.8768,18.0743,2021-11-01 02:24:58,1,"Dasypus novemcinctus",44,"13/3_13_0_1400/HLPXGM09048448/2021-10-07/images_videos/b3648e567cb7ca1203591cce6e7c5b5f_0079.JPG"
13,"3_13_0_1400","Degradado","Selvas humedas","Palizada","Campeche",-91.8768,18.0743,2021-11-01 02:24:59,1,"Dasypus novemcinctus",44,"13/3_13_0_1400/HLPXGM09048448/2021-10-07/images_videos/76494388fdd615d5374263dea8876e2f_0080.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8942,16.1035,2021-11-01 05:55:18,1,"Dasyprocta punctata",44,"92/3_92_0_1343/HLPXGM09048568/2021-10-09/images_videos/46e0a5e3ccd5c0353ad9327c0c34537f_0019.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8942,16.1035,2021-11-01 05:55:19,1,"Dasyprocta punctata",44,"92/3_92_0_1343/HLPXGM09048568/2021-10-09/images_videos/adfab251727fc4a05a5f12bf9b8d9662_0020.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-11-01 07:14:14,1,"Dendrortyx macroura",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/9170f270364bf41794d15514bcf5117a_0013.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-11-01 07:14:15,1,"Dendrortyx macroura",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/e4c020ddbe2b30b90b73fb96c9117174_0014.JPG"
33,"1_33_1_1225","Integro","Bosques templados","Técpan de Galeana","Guerrero",-100.609,17.5793,2021-11-01 07:14:28,3,"Dendrortyx macroura",44,"33/1_33_1_1225/HLPXGM09048227/2021-10-31/images_videos/7a839e69433126259a4bb23add40dafb_0016.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-11-01 08:47:30,1,"Sciurus nayaritensis",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/19b19444558cc46aae1f2c26801f749b_9136.JPG"
95,"1_95_0_1348","Degradado","Bosques templados","Municipio de Agua Prieta","Sonora",-108.955,31.2639,2021-11-01 08:47:31,1,"Sciurus nayaritensis",44,"95/1_95_0_1348/HLPXGM09048642/2021-08-04/images_videos/f024041327ce0b647f9cb8c6fbededed_9137.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 11:29:21,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/386e1bbd9d062485202987cf576e121f_0049.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 11:29:22,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/038a720470c8ce2b00021ec6a9cf88c6_0050.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 15:09:59,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/4d7fce8d75ec6434734b0c254ba1f1d3_0052.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 15:10:00,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/af05a3b4b3e9400459300fe52e3364b1_0053.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8942,16.1035,2021-11-01 15:14:33,1,"Dasypus novemcinctus",44,"92/3_92_0_1343/HLPXGM09048568/2021-10-09/images_videos/ff77243300f08ebe4a250eb81df9d94a_0022.JPG"
92,"3_92_0_1343","Degradado","Selvas humedas","Marqués de Comillas","Chiapas",-90.8942,16.1035,2021-11-01 15:14:34,1,"Dasypus novemcinctus",44,"92/3_92_0_1343/HLPXGM09048568/2021-10-09/images_videos/dec794abb0b44dc68b4a058dc87ab56e_0023.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 15:20:44,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/28da5676e03df3292b73ef294e5629ee_0055.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 15:20:45,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/2208115c07ff1bbe63a0361a5fbb691a_0056.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7189,18.3079,2021-11-01 15:21:09,1,"Dicotyles tajacu",44,"13/3_13_1_1392/HLPXGM09049482/2021-10-09/images_videos/4286c05184e3a11de0eedca410619200_0059.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-11-01 15:27:41,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/8df056878c1fb27766a0007937f0c573_0076.JPG"
13,"3_13_1_1392","Integro","Selvas humedas","Carmen","Campeche",-91.7159,18.3012,2021-11-01 15:27:43,1,"Odocoileus virginianus",44,"13/3_13_1_1392/HLPXGM09048480/2021-10-09/images_videos/9a70b5fbc3e70a4c009a829773730336_0077.JPG"
33,"1_33_0_1227","Degradado","Bosques templados","Técpan de Galeana","Guerrero",-100.692,17.4962,2021-11-01 18:55:27,1,"Urocyon cinereoargenteus",44,"33/1_33_0_1227/HLPXGM09048463/2021-11-01/images_videos/85251b5d0fd155011971918c0a67ca99_0019.JPG"
32,"4_32_1_1286","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0242,18.4073,2021-11-01 19:12:12,1,"Odocoileus virginianus",44,"32/4_32_1_1286/HLPXGM09049971/2021-10-22/images_videos/a7b542ef9ec2661a29c7ef7dcff1253b_0019.JPG"
32,"4_32_1_1286","Integro","Selvas secas","Tlaquiltenango","Morelos",-99.0242,18.4073,2021-11-01 19:12:13,1,"Odocoileus virginianus",44,"32/4_32_1_1286/HLPXGM09049971/2021-10-22/images_videos/a4cd234e9a89a736109fec3094b6f084_0020.JPG"
33,"1_33_0_1227","Degradado","Bosques templados","Técpan de Galeana","Guerrero",-100.692,17.4962,2021-11-01 22:10:40,1,"Urocyon cinereoargenteus",44,"33/1_33_0_1227/HLPXGM09048463/2021-11-01/images_videos/f68032c9c394e7692f9b0144fb3dfad0_0022.JPG"
33,"1_33_0_1227","Degradado","Bosques templados","Técpan de Galeana","Guerrero",-100.692,17.4962,2021-11-01 22:10:41,1,"Urocyon cinereoargenteus",44,"33/1_33_0_1227/HLPXGM09048463/2021-11-01/images_videos/d5610223f0065511b831326c2e2075de_0023.JPG"
33,"1_33_0_1227","Degradado","Bosques templados","Técpan de Galeana","Guerrero",-100.692,17.4962,2021-11-01 23:50:12,1,"Urocyon cinereoargenteus",44,"33/1_33_0_1227/HLPXGM09048463/2021-11-01/images_videos/c6a68b2767361ecd586e21684e42c1f3_0025.JPG"
33,"1_33_0_1227","Degradado","Bosques templados","Técpan de Galeana","Guerrero",-100.692,17.4962,2021-11-01 23:50:13,1,"Urocyon cinereoargenteus",44,"33/1_33_0_1227/HLPXGM09048463/2021-11-01/images_videos/abd025f901d2b1715bbacfda9a2875b0_0026.JPG"
92,"3_92_1_1334","Integro","Selvas humedas","Ocosingo","Chiapas",-90.9328,16.2694,2021-11-02 01:17:07,1,"Cuniculus paca",44,"92/3_92_1_1334/HLPXGM09048890/2021-10-08/images_videos/923143da281dd61d5bdd1267f9a0ca72_0037.JPG"
32,"4_32_0_1281","Degradado","Selvas secas","Tlaquiltenango","Morelos",-99.112,18.4764,2021-11-02 03:13:23,1,"Nasua narica",44,"32/4_32_0_1281/HLPXGM09048692/2021-10-23/images_videos/0127ad762e0cd510639f18b00f5fdb9f_0097.JPG"
